home appliance,/m/019dx1,0.0,4.140575,0.5401999354362488,0.6437665224075317,0.015735898166894913,0.9968117475509644,0.8642640709877014
washing machine,/m/0174k2,0.690095,2.760383,0.6198997497558594,0.6396714448928833,0.015735898166894913,0.9977511167526245,0.8654455542564392
snack,/m/01ww8y,1.610223,4.140575,0.5895769596099854,0.08090099692344666,0.3218019902706146,0.40920621156692505,0.9660183191299438
food,/m/02wbm,1.840255,2.415335,0.519922137260437,0.18722213804721832,0.6956993937492371,0.4041242003440857,0.9212934970855713
kitchen appliance,/m/0h99cwc,3.335463,3.335463,0.5027146935462952,0.6410022974014282,0.015735898166894913,0.995015025138855,0.8642640709877014
toy,/m/0138tl,3.565495,3.680511,0.5668985843658447,0.4680357575416565,0.6429409384727478,0.62247234582901,0.8709989190101624
snack,/m/01ww8y,4.255591,5.865814,0.5698229074478149,0.08090099692344666,0.3245296776294708,0.4084445536136627,0.9676691293716431
home appliance,/m/019dx1,4.255591,6.095846,0.5550946593284607,0.6461552381515503,0.015735898166894913,0.9986459016799927,0.8642640709877014
toy,/m/0138tl,4.485623,4.485623,0.6004878878593445,0.4639083445072174,0.6466977596282959,0.6245850324630737,0.8789026737213135
kitchen appliance,/m/0h99cwc,4.715654,5.865814,0.5625079274177551,0.640252947807312,0.015735898166894913,0.9973282814025879,0.8642640709877014
food,/m/02wbm,5.98083,6.095846,0.5282434225082397,0.18478724360466003,0.7064511179924011,0.40046459436416626,0.9238226413726807
toy,/m/0138tl,6.210862,6.210862,0.545735239982605,0.4657641053199768,0.6396881937980652,0.6261638402938843,0.8730029463768005
food,/m/02wbm,6.210862,6.785942,0.5104497075080872,0.18574833869934082,0.7022236585617065,0.4016479551792145,0.9244750738143921
home appliance,/m/019dx1,6.210862,8.051118,0.5300474762916565,0.6379421949386597,0.015735898166894913,0.9962398409843445,0.8642640709877014
washing machine,/m/0174k2,6.670926,6.670926,0.5762013792991638,0.6566783785820007,0.015735898166894913,0.9950634837150574,0.8642640709877014
food,/m/02wbm,8.051118,8.051118,0.5000526905059814,0.17555910348892212,0.685751736164093,0.3983679413795471,0.9124476313591003
snack,/m/01ww8y,8.166134,8.28115,0.650536298751831,0.08090099692344666,0.24180194735527039,0.40707725286483765,0.8781981468200684
food,/m/02wbm,8.396166000000001,10.236421,0.5367194414138794,0.1558506190776825,0.6298936605453491,0.3952561914920807,0.8927417993545532
home appliance,/m/019dx1,8.511182,10.006389,0.551211953163147,0.6565642356872559,0.015735898166894913,0.9929907917976379,0.8642640709877014
toy,/m/0138tl,8.741214,10.006389,0.546298623085022,0.4518340229988098,0.5529583096504211,0.6244150996208191,0.7852425575256348
washing machine,/m/0174k2,8.85623,10.236421,0.5835809111595154,0.7101027369499207,0.0,1.0,0.7497308254241943
snack,/m/01ww8y,9.086261,14.492012,0.5953693985939026,0.08090099692344666,0.18993017077445984,0.3990990221500397,0.8542242050170898
sushi,/m/07030,10.351437,10.351437,0.8540291786193848,0.24987700581550598,0.6672965884208679,0.5107548832893372,0.9469069838523865
computer keyboard,/m/01m2v,10.466453,10.466453,0.6395313739776611,0.08293712139129639,0.003397461026906967,0.6261798739433289,0.2712363004684448
tire,/m/0h9mv,10.811501,11.616613,0.6519088745117188,0.0005286596715450287,0.23046082258224487,0.08055061101913452,0.7318221926689148
kitchen appliance,/m/0h99cwc,10.811501,11.156549,0.5572901964187622,0.7101027369499207,0.050269100815057755,0.9975267648696899,0.8297309279441833
toy,/m/0138tl,11.156549,11.156549,0.5534980297088623,0.5716776847839355,0.5851528644561768,0.7498140931129456,0.8285204768180847
home appliance,/m/019dx1,11.386581,12.996805,0.5705199241638184,0.7101027369499207,0.0,0.9973761439323425,0.7497308254241943
food,/m/02wbm,11.386581,12.421725,0.5325943231582642,0.25527873635292053,0.633647084236145,0.4977479577064514,0.9066334366798401
toy,/m/0138tl,12.421725,12.421725,0.6380977630615234,0.5060631036758423,0.5875762701034546,0.6779267191886902,0.8238537907600403
washing machine,/m/0174k2,14.146964,14.376996,0.6060884594917297,0.7139689326286316,0.011473473161458969,0.99909907579422,0.6682465076446533
snack,/m/01ww8y,14.607028,18.172523,0.5968801379203796,0.08090099692344666,0.21414414048194885,0.4093807339668274,0.8781980276107788
home appliance,/m/019dx1,14.83706,14.83706,0.5002454519271851,0.6809009909629822,0.0022880733013153076,0.99909907579422,0.6781980991363525
gas stove,/m/02wv84t,15.067092,15.067092,0.51521897315979,0.6809009909629822,0.005154553800821304,0.99909907579422,0.6781980395317078
toy,/m/0138tl,15.527156,15.527156,0.5568301677703857,0.46795859932899475,0.5942783355712891,0.6300843358039856,0.8310748338699341
gas stove,/m/02wv84t,16.102236,16.332268,0.5548361539840698,0.6155216097831726,0.015735898166894913,0.9964679479598999,0.8642640709877014
home appliance,/m/019dx1,16.677316,16.677316,0.5307092666625977,0.6079286932945251,0.015735898166894913,0.9994674921035767,0.8642640709877014
washing machine,/m/0174k2,17.022364,17.252396,0.6230816841125488,0.630595326423645,0.015735898166894913,0.9951814413070679,0.8642640709877014
toy,/m/0138tl,17.13738,17.942492,0.5774067044258118,0.4679630398750305,0.5431581139564514,0.6236557960510254,0.7659168839454651
food,/m/02wbm,17.482428,19.437699,0.5152881741523743,0.1337023228406906,0.5218286514282227,0.36973583698272705,0.7681301832199097
food,/m/02wbm,17.482428,19.437699,0.5152881741523743,0.020457448437809944,0.5391512513160706,0.18226265907287598,0.7146162390708923
gas stove,/m/02wv84t,17.597444,19.552715,0.683488667011261,0.5985175371170044,0.015735898166894913,0.9982054829597473,0.8642640709877014
